Epoch,Discriminator loss,Discriminator loss (Real),Discriminator loss (Fake),Generator loss,Accuracy real,Accuracy fake
1,0.11650460213422775,0.10567277669906616,0.12733642756938934,2.7950894832611084,1.0,1.0
2,0.8323132991790771,0.7509541511535645,0.9136724472045898,2.3395814895629883,1.0,1.0
3,0.20918261259794235,0.21417172253131866,0.20419350266456604,2.6725969314575195,1.0,1.0
4,0.2965080142021179,0.2924140691757202,0.3006019592285156,2.8420321941375732,1.0,0.98046875
5,0.3610804080963135,0.38355037569999695,0.33861044049263,2.358928918838501,0.8333333134651184,1.0
6,0.42487838864326477,0.4022064208984375,0.44755035638809204,2.3147449493408203,1.0,0.91015625
7,0.33945339918136597,0.2739778459072113,0.40492895245552063,3.2543110847473145,1.0,0.9453125
8,0.4184381365776062,0.3906155824661255,0.4462606906890869,2.7022762298583984,0.1666666716337204,0.93359375
9,0.24138972163200378,0.20735383033752441,0.27542561292648315,3.9344074726104736,0.8333333134651184,0.9921875
10,0.163778655230999,0.17375271022319794,0.15380460023880005,3.453493356704712,0.3333333432674408,0.99609375
11,0.20135757327079773,0.220936581492424,0.18177856504917145,4.26044225692749,0.0,0.98828125
12,0.042215149849653244,0.051192719489336014,0.033237580209970474,4.811499118804932,0.6666666865348816,0.99609375
13,0.04925030097365379,0.04999631643295288,0.048504285514354706,4.9978837966918945,0.0,1.0
14,0.03886976093053818,0.04307888448238373,0.03466063737869263,4.915515899658203,0.1666666716337204,1.0
15,0.01588791748508811,0.011488677002489567,0.020287157967686653,5.6893510818481445,0.1666666716337204,1.0
16,0.05096525140106678,0.054740916937589645,0.047189585864543915,5.260414123535156,0.0,1.0
17,0.4457699880003929,0.1507888287305832,0.7407511472702026,13.586019515991211,0.3333333432674408,0.9921875
18,0.061726104468107224,0.05729493498802185,0.0661572739481926,4.627021789550781,0.0,0.99609375
19,0.012770626228302717,0.010168871842324734,0.0153723806142807,6.238752841949463,0.1666666716337204,1.0
20,0.0362513167783618,0.025272952392697334,0.04722968116402626,6.645005702972412,0.1666666716337204,1.0
21,0.013195425737649202,0.009439670480787754,0.01695118099451065,6.215579032897949,0.5,1.0
22,0.0580271240323782,0.042315613478422165,0.07373863458633423,6.984044075012207,0.6666666865348816,0.99609375
23,0.012403133790940046,0.008150913752615452,0.01665535382926464,6.797882080078125,0.8333333134651184,1.0
24,0.19865687564015388,0.09996867924928665,0.2973450720310211,9.979554176330566,1.0,0.9296875
25,0.024058769922703505,0.009500532411038876,0.038617007434368134,6.636366367340088,0.6666666865348816,0.99609375
26,0.01036076107993722,0.001752563752233982,0.018968958407640457,7.117754936218262,0.6666666865348816,1.0
27,0.295277364552021,0.2075556367635727,0.38299909234046936,5.516366004943848,0.8333333134651184,0.99609375
28,0.026701854541897774,0.026450201869010925,0.026953507214784622,6.958136081695557,0.6666666865348816,0.99609375
29,0.09894435480237007,0.1187996193766594,0.07908909022808075,9.28628158569336,1.0,1.0
30,0.01403361326083541,0.012200403027236462,0.015866823494434357,7.390745162963867,1.0,0.99609375
31,2.293100744485855,0.5499594807624817,4.0362420082092285,27.413288116455078,0.8333333134651184,0.9921875
32,1.028426170349121,1.0031846761703491,1.053667664527893,1.6492217779159546,0.1666666716337204,0.88671875
33,0.7440587878227234,0.46424365043640137,1.0238739252090454,6.906148910522461,0.0,1.0
34,0.02238206658512354,0.018814900889992714,0.025949232280254364,5.881594657897949,0.3333333432674408,1.0
35,0.09780991449952126,0.08737931400537491,0.1082405149936676,6.070328712463379,0.3333333432674408,0.99609375
36,0.11506349965929985,0.06254027038812637,0.16758672893047333,8.243870735168457,0.1666666716337204,1.0
37,0.050059933215379715,0.03779688850045204,0.06232297793030739,7.137371063232422,0.5,0.98046875
38,0.9264325648546219,0.3094550669193268,1.543410062789917,14.143913269042969,0.1666666716337204,1.0
39,0.13325198367238045,0.08436483889818192,0.18213912844657898,5.951883316040039,0.1666666716337204,0.97265625
40,0.019665647763758898,0.010487263090908527,0.028844032436609268,7.174039840698242,0.5,1.0
41,1.2530569583177567,0.32115045189857483,2.1849634647369385,22.384607315063477,0.3333333432674408,1.0
42,0.05496705137193203,0.04895377531647682,0.06098032742738724,5.271953582763672,0.0,0.98828125
43,0.28136688843369484,0.10815156251192093,0.45458221435546875,9.119882583618164,0.3333333432674408,0.97265625
44,0.054048994556069374,0.03972533717751503,0.06837265193462372,7.7822065353393555,0.6666666865348816,0.984375
45,0.041609423235058784,0.03150324523448944,0.05171560123562813,7.2203779220581055,0.0,0.99609375
46,0.029794055968523026,0.02383159101009369,0.03575652092695236,7.192432403564453,0.8333333134651184,1.0
47,0.0034974814479937777,0.0003193944867234677,0.006675568409264088,8.410578727722168,0.8333333134651184,1.0
48,0.010904240189120173,0.006616934668272734,0.015191545709967613,7.858021259307861,0.5,1.0
49,0.004920684383250773,0.0005738132167607546,0.009267555549740791,7.753544807434082,0.3333333432674408,1.0
50,0.014933514345102594,4.5666343794437125e-05,0.02982136234641075,8.392656326293945,0.6666666865348816,1.0
51,0.2645646221935749,0.07540721446275711,0.4537220299243927,14.236274719238281,0.5,1.0
52,0.002795693537336774,0.00011290717520751059,0.005478479899466038,8.529346466064453,0.8333333134651184,0.99609375
53,0.03513489942997694,0.025680040940642357,0.04458975791931152,8.5465726852417,0.6666666865348816,0.99609375
54,0.19594988971948624,0.18842357397079468,0.2034762054681778,7.8304643630981445,0.6666666865348816,0.9921875
55,0.008235349485858023,1.5251670447469223e-05,0.016455447301268578,8.464055061340332,1.0,1.0
56,0.8814633637666702,0.4824986755847931,1.2804280519485474,23.27654457092285,0.6666666865348816,1.0
57,0.3403555303812027,0.1988462209701538,0.4818648397922516,6.471165657043457,0.5,0.9765625
58,0.028264516033232212,0.022257445380091667,0.03427158668637276,6.66459846496582,0.3333333432674408,1.0
59,0.007462567649781704,0.007928789593279362,0.006996345706284046,7.732906341552734,0.1666666716337204,1.0
60,0.003244688421546016,0.00018367620941717178,0.00630570063367486,8.392066955566406,0.6666666865348816,1.0
61,0.00557461753487587,0.003508170135319233,0.0076410649344325066,8.994074821472168,0.6666666865348816,1.0
62,0.23977715894579887,0.06527670472860336,0.4142776131629944,12.806764602661133,0.6666666865348816,0.99609375
63,0.019590772222727537,0.008207756094634533,0.03097378835082054,8.33634090423584,0.5,1.0
64,0.004177808004897088,0.0010513862362131476,0.007304229773581028,8.673213958740234,0.5,1.0
65,1.107571691274643,0.2659611105918884,1.9491822719573975,13.963885307312012,0.1666666716337204,1.0
66,0.7404914647340775,0.25612786412239075,1.2248550653457642,13.182784080505371,0.6666666865348816,0.96484375
67,0.00926846731454134,0.007439330220222473,0.011097604408860207,7.795661926269531,0.3333333432674408,1.0
68,0.001661198795773089,0.00033797137439250946,0.0029844262171536684,10.655075073242188,0.8333333134651184,1.0
69,0.025340108637465164,0.000591837742831558,0.05008837953209877,9.014730453491211,0.8333333134651184,1.0
70,0.0026672824369597947,3.054637272725813e-05,0.005304018501192331,8.744842529296875,1.0,1.0
71,0.44795671477913857,0.09887314587831497,0.7970402836799622,21.597381591796875,0.6666666865348816,1.0
72,0.1481266561895609,0.05020724609494209,0.2460460662841797,8.707353591918945,0.5,1.0
73,0.005196304875425994,0.0038294994737952948,0.006563110277056694,8.710549354553223,0.3333333432674408,1.0
74,1.0358833521604538,1.5967994928359985,0.47496721148490906,5.840417861938477,0.8333333134651184,0.92578125
75,0.0038581962430424,1.4289010863421936e-08,0.0077163781970739365,7.7532057762146,1.0,1.0
76,0.021107584703713655,0.01455629151314497,0.02765887789428234,8.60545539855957,0.5,1.0
77,0.006903254734879738,1.1474509847175796e-05,0.0137950349599123,8.594030380249023,1.0,1.0
78,0.0024859914810804185,0.00010492005822015926,0.004867062903940678,9.377477645874023,0.1666666716337204,1.0
