Epoch,Discriminator loss,Generator loss,Accuracy real,Accuracy fake
99,0.05800361931324005,5.054859161376953,0.35368043184280396,0.9993333220481873
101,0.06198061257600784,3.9154112339019775,0.32136446237564087,1.0
103,0.051856011152267456,3.975513458251953,0.39317774772644043,0.9953333139419556
105,0.0564216673374176,4.178491592407227,0.35008975863456726,0.9980000257492065
107,0.049134448170661926,4.848705291748047,0.4183124005794525,0.9986666440963745
109,0.05185139551758766,4.30933952331543,0.4039497375488281,0.996666669845581
111,0.049604691565036774,4.788174629211426,0.416517049074173,0.9980000257492065
113,0.050599534064531326,3.8479535579681396,0.43447038531303406,0.9959999918937683
115,0.04737149924039841,3.3159775733947754,0.46678635478019714,0.9700000286102295
117,0.05458959937095642,4.848830223083496,0.4021543860435486,0.9980000257492065
119,0.039912350475788116,3.8615903854370117,0.5008976459503174,0.9946666955947876
121,0.0588051974773407,5.49435567855835,0.45242369174957275,0.9973333477973938
123,0.04789237305521965,5.726964950561523,0.41292640566825867,1.0
125,0.04960547015070915,5.542347431182861,0.3806104063987732,0.9993333220481873
127,0.03481435775756836,4.093869686126709,0.48833033442497253,0.996666669845581
129,0.04568189010024071,5.334190368652344,0.39317774772644043,0.9986666440963745
131,0.043733373284339905,4.929411888122559,0.4865350127220154,0.9926666617393494
133,0.06140090152621269,7.522451877593994,0.44524237513542175,1.0
135,0.08771992474794388,5.713174343109131,0.5942549109458923,0.9993333220481873
137,0.07892011106014252,2.983734369277954,0.4021543860435486,0.9826666712760925
139,0.048571664839982986,5.1320271492004395,0.416517049074173,0.9986666440963745
141,0.03589894622564316,3.3522956371307373,0.5134649872779846,0.9313333630561829
143,0.035693466663360596,5.351828098297119,0.479353666305542,0.9986666440963745
145,0.05950525403022766,6.663415908813477,0.44524237513542175,0.9986666440963745
147,0.040227096527814865,5.300899505615234,0.4326750338077545,0.9986666440963745
149,0.04266522079706192,6.3089680671691895,0.4506283700466156,1.0
151,0.08915291726589203,5.095495223999023,0.5493716597557068,0.9993333220481873
153,0.04113776981830597,4.540057182312012,0.5403949618339539,0.9980000257492065
155,0.052314139902591705,5.414997577667236,0.5026929974555969,0.9980000257492065
157,0.06555718928575516,7.056756973266602,0.4506283700466156,1.0
159,0.04054505005478859,5.536479949951172,0.4434470236301422,0.9993333220481873
161,0.044586196541786194,4.868191719055176,0.4955116808414459,0.9926666617393494
163,0.03699921444058418,6.1597161293029785,0.4973070025444031,1.0
165,0.036887165158987045,4.187800884246826,0.5260323286056519,0.9986666440963745
167,0.03843660652637482,4.373432636260986,0.5224416255950928,0.9646666646003723
169,0.025496013462543488,4.181562900543213,0.5798922777175903,0.9779999852180481
171,0.07215580344200134,4.759123802185059,0.6983842253684998,0.9973333477973938
173,0.04524131119251251,6.2070441246032715,0.5655296444892883,0.9980000257492065
175,0.03549282252788544,5.7904744148254395,0.5798922777175903,0.9973333477973938
177,0.02472115121781826,5.629220485687256,0.5637342929840088,1.0
179,0.11081771552562714,3.886298894882202,0.6983842253684998,0.9919999837875366
181,0.09470480680465698,10.131292343139648,0.4757630228996277,1.0
183,0.13645459711551666,2.3247087001800537,0.7486534714698792,0.9546666741371155
185,0.06866787374019623,5.1992621421813965,0.6032316088676453,0.9980000257492065
187,0.07393134385347366,5.334444522857666,0.6157989501953125,0.9993333220481873
189,0.03441973403096199,4.718023300170898,0.5260323286056519,0.996666669845581
191,0.02974827215075493,4.377286434173584,0.5924596190452576,0.9933333396911621
193,0.042203038930892944,4.529226779937744,0.5457809567451477,0.968666672706604
195,0.09017027169466019,3.7262916564941406,0.6535009145736694,0.9879999756813049
197,0.025080708786845207,5.0583319664001465,0.5529623031616211,0.9986666440963745
199,0.03130029886960983,6.277293682098389,0.5673249363899231,0.9980000257492065
201,0.026043269783258438,4.056177139282227,0.6157989501953125,0.9786666631698608
203,0.024194009602069855,5.302430152893066,0.5978456139564514,1.0
205,0.09060605615377426,10.028166770935059,0.4937163293361664,1.0
207,0.060130950063467026,5.413880825042725,0.6157989501953125,0.9986666440963745
209,0.04304197058081627,6.557288646697998,0.5673249363899231,0.9993333220481873
211,0.05010801553726196,8.060186386108398,0.60502690076828,0.9886666536331177
213,0.10540156066417694,10.828462600708008,0.479353666305542,1.0
215,0.07730530202388763,4.984435081481934,0.6175942420959473,0.9980000257492065
217,0.03339815139770508,4.410196781158447,0.5942549109458923,0.9946666955947876
219,0.032675664871931076,4.937615394592285,0.5924596190452576,0.9980000257492065
221,0.032645173370838165,4.299556732177734,0.5816876292228699,0.9946666955947876
223,0.03590020164847374,6.451836585998535,0.590664267539978,1.0
225,0.027406960725784302,5.831566333770752,0.6229802370071411,0.9993333220481873
227,0.08044510334730148,2.751967668533325,0.7827647924423218,0.972000002861023
229,0.04591095447540283,4.372509956359863,0.6122082471847534,0.9946666955947876
231,0.043985623866319656,5.761921405792236,0.6122082471847534,0.9980000257492065
233,0.020853081718087196,5.142084121704102,0.6068222522735596,0.987333357334137
235,0.03150312602519989,4.517462253570557,0.6301615834236145,0.9953333139419556
237,0.031113898381590843,6.627773284912109,0.5978456139564514,1.0
239,0.03484091907739639,3.8444414138793945,0.6122082471847534,0.9593333601951599
241,0.12509512901306152,2.116084575653076,0.8815080523490906,0.9333333373069763
243,0.055684834718704224,3.245547294616699,0.6588869094848633,0.9660000205039978
245,0.046330202370882034,6.665761947631836,0.5691202878952026,0.996666669845581
247,0.07340661436319351,8.893836975097656,0.5637342929840088,0.9959999918937683
249,0.035344261676073074,4.89825439453125,0.6714541912078857,0.9773333072662354
251,0.022453932091593742,5.898779392242432,0.5834829211235046,0.9993333220481873
253,0.09798987209796906,10.995623588562012,0.5583482980728149,1.0
255,0.07284963130950928,4.295282363891602,0.6122082471847534,0.9973333477973938
257,0.023742591962218285,5.9250168800354,0.5798922777175903,0.9986666440963745
259,0.026562443003058434,6.481439590454102,0.5798922777175903,0.9993333220481873
261,0.04858871176838875,9.030902862548828,0.5834829211235046,0.9993333220481873
263,0.09615021198987961,11.516616821289062,0.5332136154174805,1.0
265,0.07332047820091248,6.335124969482422,0.5978456139564514,1.0
267,0.0376458615064621,4.767497539520264,0.6068222522735596,0.996666669845581
269,0.11653630435466766,13.934651374816895,0.53500896692276,1.0
271,0.0993153378367424,3.0301449298858643,0.7684021592140198,0.9786666631698608
273,0.07452626526355743,3.6325602531433105,0.6732495427131653,0.9906666874885559
275,0.03760911896824837,6.187211036682129,0.6211849451065063,0.9993333220481873
277,0.05317074432969093,6.485119342803955,0.6552962064743042,0.9993333220481873
279,0.028737854212522507,4.098700046539307,0.6265709400177002,0.9853333234786987
281,0.04713664948940277,4.754162311553955,0.6247755885124207,0.9986666440963745
283,0.02701938897371292,3.816612958908081,0.5996409058570862,0.9706666469573975
285,0.10000479221343994,11.93023681640625,0.5332136154174805,1.0
287,0.03963494300842285,4.261713027954102,0.6247755885124207,0.9980000257492065
289,0.05836796015501022,8.007711410522461,0.5709156394004822,0.9986666440963745
291,0.031815677881240845,6.060537338256836,0.5924596190452576,0.9993333220481873
293,0.0387706384062767,6.511826038360596,0.6427289247512817,0.996666669845581
295,0.019317293539643288,5.996217250823975,0.5745062828063965,0.9986666440963745
297,0.07021670788526535,4.388957500457764,0.7342908382415771,0.9913333058357239
299,0.023328356444835663,5.392746925354004,0.5870736241340637,0.9973333477973938
301,0.023849967867136,6.451401233673096,0.5942549109458923,0.9973333477973938
303,0.033947817981243134,4.294482231140137,0.646319568157196,0.8320000171661377
305,0.03815634176135063,6.410874843597412,0.5960502624511719,1.0
307,0.020638206973671913,5.2855095863342285,0.5978456139564514,0.996666669845581
309,0.041167374700307846,4.9703826904296875,0.5996409058570862,0.9933333396911621
311,0.012180514633655548,5.763118267059326,0.6301615834236145,0.9993333220481873
313,0.03982952609658241,6.851933002471924,0.614003598690033,1.0
315,0.031833797693252563,7.657314300537109,0.6014362573623657,1.0
317,0.0354950986802578,8.74904727935791,0.5978456139564514,1.0
319,0.015957826748490334,6.538647174835205,0.6373429298400879,0.9993333220481873
321,0.029685072600841522,7.10162353515625,0.5673249363899231,1.0
323,0.03907337039709091,7.310190677642822,0.590664267539978,1.0
325,0.016214538365602493,5.3063435554504395,0.6086176037788391,0.9993333220481873
327,0.0343344509601593,8.600704193115234,0.5529623031616211,1.0
329,0.02365700900554657,3.891829490661621,0.6552962064743042,0.95333331823349
331,0.020636463537812233,5.734367847442627,0.669658899307251,0.9906666874885559
333,0.05595497041940689,12.116167068481445,0.45960503816604614,1.0
335,0.037237752228975296,6.2744574546813965,0.7558348178863525,0.9980000257492065
337,0.031366560608148575,5.948408126831055,0.6552962064743042,1.0
339,0.08368588238954544,12.021132469177246,0.5008976459503174,1.0
341,0.06317050009965897,8.088955879211426,0.614003598690033,1.0
343,0.03062557242810726,6.6843390464782715,0.646319568157196,1.0
345,0.043456289917230606,3.23763370513916,0.6122082471847534,0.6293333172798157
347,0.011033137328922749,6.630688667297363,0.6355475783348083,0.9986666440963745
349,0.06530001759529114,3.387091875076294,0.7145422101020813,0.987333357334137
351,0.050697579979896545,6.129941463470459,0.6714541912078857,0.9940000176429749
353,0.05146776884794235,7.035050868988037,0.6175942420959473,1.0
355,0.020117709413170815,5.184323787689209,0.631956934928894,0.9926666617393494
357,0.018457315862178802,7.713873863220215,0.646319568157196,1.0
359,0.027548285201191902,8.45131778717041,0.5996409058570862,1.0
361,0.03697632625699043,8.652915954589844,0.5888689160346985,1.0
363,0.08635778725147247,11.118043899536133,0.5439856648445129,0.9993333220481873
365,0.015166291035711765,5.994569778442383,0.7037702202796936,1.0
367,0.025360308587551117,5.847697734832764,0.6499102115631104,0.9993333220481873
369,0.0374135784804821,9.40251636505127,0.6175942420959473,1.0
371,0.014407594688236713,6.793471813201904,0.628366231918335,0.9986666440963745
373,0.04993895813822746,10.971799850463867,0.5870736241340637,1.0
375,0.02048105001449585,5.0935587882995605,0.6678635478019714,0.984000027179718
377,0.037111759185791016,10.844805717468262,0.5816876292228699,1.0
379,0.022809335961937904,6.577430248260498,0.6068222522735596,1.0
381,0.01843138411641121,8.009917259216309,0.6211849451065063,1.0
383,0.04811997711658478,10.656785011291504,0.5888689160346985,1.0
385,0.050677500665187836,11.150044441223145,0.5816876292228699,0.9993333220481873
387,0.04532809928059578,5.147397994995117,0.6947935223579407,0.9973333477973938
389,0.044126372784376144,6.831480026245117,0.6804308891296387,0.9993333220481873
391,0.025205835700035095,4.6478071212768555,0.6678635478019714,0.9620000123977661
393,0.13498055934906006,14.473812103271484,0.5780969262123108,1.0
395,0.07405178993940353,3.5562069416046143,0.836624801158905,0.9879999756813049
397,0.0710066556930542,4.218935966491699,0.7271094918251038,0.9973333477973938
399,0.04541518911719322,6.110995292663574,0.6983842253684998,0.9986666440963745
401,0.025406165048480034,3.729898452758789,0.6876122355461121,0.9506666660308838
403,0.030134694650769234,8.73151683807373,0.6193895936012268,1.0
405,0.015043701976537704,6.382498264312744,0.6552962064743042,1.0
407,0.02161490172147751,6.086585998535156,0.6229802370071411,0.9879999756813049
409,0.01519121415913105,5.457724571228027,0.6211849451065063,0.9779999852180481
411,0.029142433777451515,8.52064037322998,0.6247755885124207,1.0
413,0.010930979624390602,6.62295389175415,0.6427289247512817,1.0
415,0.014556391164660454,6.333418846130371,0.6247755885124207,0.9993333220481873
417,0.017361626029014587,4.923327922821045,0.6570915579795837,0.9259999990463257
419,0.0592975951731205,7.578858852386475,0.6660681962966919,0.9993333220481873
421,0.015091141685843468,5.456779956817627,0.6678635478019714,0.9993333220481873
423,0.04329381510615349,3.0730390548706055,0.7486534714698792,0.9466666579246521
425,0.030470428988337517,6.807763576507568,0.6193895936012268,0.9919999837875366
427,0.02464374154806137,6.572803497314453,0.6642729043960571,0.9980000257492065
429,0.016587991267442703,6.195724010467529,0.6588869094848633,0.9986666440963745
431,0.007790411822497845,6.364840507507324,0.6822262406349182,0.9986666440963745
433,0.033960726112127304,10.239893913269043,0.6391382217407227,1.0
435,0.02783537097275257,10.546603202819824,0.5978456139564514,1.0
437,0.015634389594197273,7.491358757019043,0.6552962064743042,0.9993333220481873
439,0.05393720045685768,7.3599114418029785,0.7666068077087402,1.0
441,0.10219529271125793,15.484243392944336,0.5978456139564514,1.0
443,0.05414584279060364,5.262238502502441,0.7127468585968018,0.9993333220481873
445,0.03309614956378937,3.2985503673553467,0.7001795172691345,0.7706666588783264
447,0.020381232723593712,7.620348930358887,0.6642729043960571,1.0
449,0.01569855771958828,5.907764911651611,0.6642729043960571,0.9973333477973938
451,0.027143677696585655,9.207195281982422,0.6068222522735596,1.0
453,0.02442449890077114,8.852948188781738,0.6014362573623657,0.9993333220481873
455,0.028717124834656715,9.696907997131348,0.5942549109458923,1.0
457,0.018696701154112816,5.684260368347168,0.6445242166519165,0.9386666417121887
459,0.018148811534047127,7.769594192504883,0.6409335732460022,0.9993333220481873
461,0.02283465303480625,3.7569758892059326,0.6750448942184448,0.6573333144187927
463,0.05457531660795212,4.956430435180664,0.7468581795692444,1.0
465,0.02639070525765419,7.329844951629639,0.6965888738632202,1.0
467,0.01213226281106472,7.470724105834961,0.6642729043960571,0.9993333220481873
469,0.01781606860458851,5.970493316650391,0.6750448942184448,0.9900000095367432
471,0.024361610412597656,9.90872859954834,0.6517055630683899,0.9993333220481873
473,0.0335971899330616,3.8152096271514893,0.6929982304573059,0.9319999814033508
475,0.018875639885663986,8.855874061584473,0.6660681962966919,1.0
477,0.0363989993929863,11.352075576782227,0.6265709400177002,1.0
479,0.044065460562705994,6.019794940948486,0.7791741490364075,1.0
481,0.013732329942286015,6.120815277099609,0.7307001948356628,0.9959999918937683
483,0.030118726193904877,11.208146095275879,0.6570915579795837,1.0
485,0.018603308126330376,7.931173324584961,0.6965888738632202,1.0
487,0.020341599360108376,8.029775619506836,0.6642729043960571,1.0
489,0.014181257225573063,4.715156078338623,0.6894075274467468,0.9126666784286499
491,0.017155349254608154,4.423256874084473,0.7342908382415771,0.937333345413208
493,0.01996532641351223,6.275285243988037,0.7307001948356628,1.0
495,0.025188244879245758,4.830245494842529,0.6391382217407227,0.9353333115577698
497,0.01944867894053459,5.252054691314697,0.6588869094848633,0.7806666493415833
499,0.03778072074055672,3.676772117614746,0.7199282050132751,0.6666666865348816
501,0.013843022286891937,5.505355358123779,0.6714541912078857,0.9860000014305115
503,0.052671995013952255,10.828400611877441,0.6678635478019714,1.0
505,0.014138482511043549,7.81689977645874,0.6858168840408325,1.0
507,0.03747488558292389,10.702075004577637,0.6965888738632202,1.0
509,0.013422108255326748,6.592527389526367,0.6660681962966919,0.9959999918937683
511,0.05897960811853409,7.265712261199951,0.7612208127975464,0.9993333220481873
513,0.04714943841099739,8.142074584960938,0.6983842253684998,1.0
515,0.011980135925114155,6.572419166564941,0.725314199924469,0.9993333220481873
517,0.01257204171270132,6.250951766967773,0.7145422101020813,0.9973333477973938
519,0.02791237272322178,5.852645397186279,0.7055655121803284,1.0
521,0.021453043445944786,5.579774856567383,0.7324954867362976,0.8946666717529297
523,0.01244868990033865,6.561404228210449,0.7145422101020813,0.9980000257492065
525,0.02486778236925602,6.249274730682373,0.7091562151908875,1.0
