Epoch,Discriminator loss,Discriminator loss (Real),Discriminator loss (Fake),Generator loss,Accuracy real,Accuracy fake
1,0.2765991208143532,0.005081319250166416,0.54811692237854,0.9140326976776123,0.3764044940471649,1.0
2,0.014885812066495419,0.0035734176635742188,0.02619820646941662,4.56111478805542,0.3820224702358246,1.0
3,0.42342422157526016,0.19710500538349152,0.6497434377670288,0.960331380367279,1.0,1.0
4,0.36364609003067017,0.29392677545547485,0.4333654046058655,1.7915253639221191,0.8539325594902039,1.0
5,0.3030795454978943,0.2519643008708954,0.3541947901248932,2.3853707313537598,0.9606741666793823,1.0
6,0.3280007988214493,0.32336491346359253,0.33263668417930603,2.7594125270843506,1.0,1.0
7,0.48919664323329926,0.4943810701370239,0.4840122163295746,2.0114569664001465,1.0,1.0
8,0.40712665021419525,0.4165585935115814,0.3976947069168091,1.9647618532180786,1.0,0.9906666874885559
9,0.45815324783325195,0.4724610447883606,0.4438454508781433,1.7446403503417969,1.0,0.9933333396911621
10,0.4923829585313797,0.46535345911979675,0.5194124579429626,1.6057392358779907,1.0,0.9753333330154419
11,0.4858708828687668,0.47658294439315796,0.4951588213443756,1.6968284845352173,1.0,0.9993333220481873
12,0.50056391954422,0.5634145140647888,0.4377133250236511,1.8660228252410889,0.9719101190567017,0.968666672706604
13,0.4076739549636841,0.41017016768455505,0.4051777422428131,1.7237303256988525,1.0,0.9919999837875366
14,0.4463036209344864,0.4381377696990967,0.4544694721698761,1.7651197910308838,1.0,0.9953333139419556
15,0.4507060647010803,0.44717690348625183,0.4542352259159088,1.7013990879058838,1.0,0.9959999918937683
16,0.44366517663002014,0.4507090151309967,0.4366213381290436,1.681425929069519,0.9943820238113403,0.9906666874885559
17,0.42846235632896423,0.44612711668014526,0.4107975959777832,1.733809232711792,0.9438202381134033,0.9946666955947876
18,0.44342122972011566,0.4351263642311096,0.4517160952091217,1.7215887308120728,0.5561797618865967,0.984000027179718
19,0.42509059607982635,0.41438984870910645,0.43579134345054626,1.7597490549087524,0.5617977380752563,0.9959999918937683
20,0.4388450086116791,0.4427497386932373,0.43494027853012085,1.6847560405731201,0.28651684522628784,0.9906666874885559
21,0.43598945438861847,0.43805834650993347,0.43392056226730347,1.7570799589157104,0.31460675597190857,0.9940000176429749
22,0.5079083144664764,0.520426332950592,0.49539029598236084,1.660810112953186,0.26404494047164917,0.984666645526886
23,0.5037960857152939,0.5187252163887024,0.4888669550418854,1.761905550956726,0.26966291666030884,0.9953333139419556
24,0.4178776741027832,0.42893579602241516,0.40681955218315125,1.7876639366149902,0.20224718749523163,0.9933333396911621
25,0.4352077543735504,0.40250229835510254,0.4679132103919983,1.8801679611206055,0.13483145833015442,0.9886666536331177
26,0.5104721039533615,0.4998009502887726,0.5211432576179504,1.7376725673675537,0.10674156993627548,0.9946666955947876
27,0.4868767559528351,0.5115142464637756,0.46223926544189453,1.8368844985961914,0.08988764137029648,0.9940000176429749
28,0.4406699389219284,0.45464855432510376,0.42669132351875305,1.7734763622283936,0.10112359374761581,0.9900000095367432
29,0.4874325841665268,0.4675714671611786,0.507293701171875,1.697536587715149,0.04494382068514824,0.9946666955947876
30,0.44339993596076965,0.42934301495552063,0.4574568569660187,1.7623294591903687,0.07865168899297714,0.9973333477973938
31,0.4485149532556534,0.439017653465271,0.45801225304603577,1.773253083229065,0.09550561755895615,0.9933333396911621
32,0.45286136865615845,0.4424843192100525,0.4632384181022644,1.7898547649383545,0.07303370535373688,0.9946666955947876
33,0.48073723912239075,0.50010746717453,0.46136701107025146,1.6700674295425415,0.11235955357551575,0.9980000257492065
34,0.4730111211538315,0.4680303931236267,0.47799184918403625,1.7239474058151245,0.056179776787757874,0.996666669845581
35,0.41669540107250214,0.4000745713710785,0.4333162307739258,1.8703258037567139,0.056179776787757874,0.9986666440963745
